StockCode,semanas_activas,unidades_totales,descripcion,product_line,tasa_rotacion
22365,44,730,DOORMAT RESPECTABLE HOUSE,Others,16.59090909090909
22366,50,722,DOORMAT AIRMAIL,Others,14.44
22367,50,3543,CHILDRENS APRON SPACEBOY DESIGN,Others,70.86
22371,49,830,AIRLINE BAG VINTAGE TOKYO 78,Others,16.93877551020408
22372,40,221,AIRLINE BAG VINTAGE WORLD CHAMPION,Others,5.525
22374,48,448,AIRLINE BAG VINTAGE JET SET RED,Others,9.333333333333334
22375,43,253,AIRLINE BAG VINTAGE JET SET BROWN,Others,5.883720930232558
22376,41,193,AIRLINE BAG VINTAGE JET SET WHITE,Others,4.7073170731707314
22377,43,1038,BOTTLE BAG RETROSPOT,Others,24.13953488372093
22378,42,1685,WALL TIDY RETROSPOT,Others,40.11904761904762
22379,51,6088,RECYCLING BAG RETROSPOT,Others,119.37254901960785
22380,49,1156,TOY TIDY SPACEBOY,Toys & Games,23.591836734693878
22381,51,3169,TOY TIDY PINK POLKADOT,Toys & Games,62.13725490196079
22382,51,9912,LUNCH BAG SPACEBOY DESIGN,Others,194.35294117647058
22383,51,11722,LUNCH BAG SUKI  DESIGN,Others,229.84313725490196
22384,50,10254,LUNCH BAG PINK POLKADOT,Others,205.08
22385,50,8236,JUMBO BAG SPACEBOY DESIGN,Others,164.72
22386,50,20165,JUMBO BAG PINK POLKADOT,Others,403.3
22389,23,329,PAPERWEIGHT SAVE THE PLANET,Stationery,14.304347826086957
22390,20,261,PAPERWEIGHT CHILDHOOD MEMORIES,Stationery,13.05
22391,11,146,PAPERWEIGHT HOME SWEET HOME,Stationery,13.272727272727273
22393,28,487,PAPERWEIGHT VINTAGE COLLAGE,Stationery,17.392857142857142
22394,11,160,PAPERWEIGHT KINGS CHOICE,Stationery,14.545454545454545
22395,9,134,PAPERWEIGHT VINTAGE PAISLEY,Stationery,14.88888888888889
22396,39,1182,MAGNETS PACK OF 4 RETRO PHOTO,Others,30.307692307692307
22398,46,2545,MAGNETS PACK OF 4 SWALLOWS,Others,55.32608695652174
22399,45,1130,MAGNETS PACK OF 4 CHILDHOOD MEMORY,Others,25.11111111111111
22400,39,1393,MAGNETS PACK OF 4 HOME SWEET HOME,Others,35.717948717948715
22402,42,1705,MAGNETS PACK OF 4 VINTAGE COLLAGE,Others,40.595238095238095
22403,34,1223,MAGNETS PACK OF 4 VINTAGE LABELS,Others,35.970588235294116
22405,31,347,MONEY BOX POCKET MONEY DESIGN,Others,11.193548387096774
22406,29,319,MONEY BOX KINGS CHOICE DESIGN,Others,11.0
22407,18,94,MONEY BOX FIRST ADE DESIGN,Others,5.222222222222222
22408,16,137,MONEY BOX CONFECTIONERY DESIGN,Others,8.5625
22409,30,216,MONEY BOX BISCUITS DESIGN,Others,7.2
22410,31,223,MONEY BOX HOUSEKEEPING DESIGN,Others,7.193548387096774
22411,51,10518,JUMBO SHOPPER VINTAGE RED PAISLEY,Others,206.23529411764707
22412,45,877,METAL SIGN NEIGHBOURHOOD WITCH,Others,19.488888888888887
22413,50,3690,METAL SIGN TAKE IT OR LEAVE IT,Others,73.8
22414,41,253,DOORMAT NEIGHBOURHOOD WITCH,Others,6.170731707317073
22415,6,19,WHITE TISSUE REAM,Others,3.1666666666666665
22416,36,850,SET OF 36 DOILIES SPACEBOY DESIGN,Others,23.61111111111111
22417,51,8103,PACK OF 60 SPACEBOY CAKE CASES,Others,158.88235294117646
22418,49,6267,10 COLOUR SPACEBOY PEN,Others,127.89795918367346
22419,44,2812,LIPSTICK PEN RED,Others,63.90909090909091
22420,38,1199,LIPSTICK PEN BABY PINK,Others,31.55263157894737
22421,40,1925,LIPSTICK PEN FUSCHIA,Others,48.125
22422,26,971,TOOTHPASTE TUBE PEN,Others,37.34615384615385
22423,51,12402,REGENCY CAKESTAND 3 TIER,Others,243.1764705882353
22424,50,713,ENAMEL BREAD BIN CREAM,Others,14.26
22425,48,434,ENAMEL COLANDER CREAM,Others,9.041666666666666
22426,48,660,ENAMEL WASH BOWL CREAM,Kitchenware,13.75
22427,46,1995,ENAMEL FLOWER JUG CREAM,Others,43.369565217391305
22428,43,221,ENAMEL FIRE BUCKET CREAM,Others,5.1395348837209305
22429,50,1193,ENAMEL MEASURING JUG CREAM,Others,23.86
22430,46,544,ENAMEL WATERING CAN CREAM,Others,11.826086956521738
22431,50,1981,WATERING CAN BLUE ELEPHANT,Others,39.62
22432,46,1648,WATERING CAN PINK BUNNY,Others,35.82608695652174
22433,45,1341,WATERING CAN GREEN DINOSAUR,Others,29.8
22434,41,779,BALLOON PUMP WITH 10 BALLOONS,Others,19.0
22435,47,2680,SET OF 9 HEART SHAPED BALLOONS,Others,57.02127659574468
22436,44,2110,12 COLOURED PARTY BALLOONS,Others,47.95454545454545
22437,47,2727,SET OF 9 BLACK SKULL BALLOONS,Others,58.02127659574468
22438,25,900,BALLOON ART MAKE YOUR OWN FLOWERS,Others,36.0
22439,47,1768,6 ROCKET BALLOONS,Others,37.61702127659574
22440,44,5897,BALLOON WATER BOMB PACK OF 35,Others,134.02272727272728
22441,45,994,GROW YOUR OWN BASIL IN ENAMEL MUG,Kitchenware,22.08888888888889
22442,27,292,GROW YOUR OWN FLOWERS SET OF 3,Others,10.814814814814815
22443,31,153,GROW YOUR OWN HERBS SET OF 3,Others,4.935483870967742
22444,16,763,GROW YOUR OWN PLANT IN A CAN,Others,47.6875
22445,36,472,PENCIL CASE LIFE IS BEAUTIFUL,Others,13.11111111111111
22446,23,161,PIN CUSHION BABUSHKA PINK,Home Decor,7.0
22447,12,75,PIN CUSHION BABUSHKA BLUE,Home Decor,6.25
22448,20,187,PIN CUSHION BABUSHKA RED,Home Decor,9.35
22449,35,365,SILK PURSE BABUSHKA PINK,Others,10.428571428571429
22450,24,184,SILK PURSE BABUSHKA BLUE,Others,7.666666666666667
22451,14,202,SILK PURSE BABUSHKA RED,Others,14.428571428571429
22452,33,388,MEASURING TAPE BABUSHKA PINK,Others,11.757575757575758
22453,25,334,MEASURING TAPE BABUSHKA BLUE,Others,13.36
22454,20,228,MEASURING TAPE BABUSHKA RED,Others,11.4
22456,51,1452,NATURAL SLATE CHALKBOARD LARGE,Others,28.470588235294116
22457,51,8480,NATURAL SLATE HEART CHALKBOARD,Others,166.27450980392157
22458,11,513,CAST IRON HOOK GARDEN FORK,Others,46.63636363636363
22459,10,375,CAST IRON HOOK GARDEN TROWEL,Others,37.5
22460,48,2381,EMBOSSED GLASS TEALIGHT HOLDER,Kitchenware,49.604166666666664
22461,22,231,SAVOY ART DECO CLOCK,Others,10.5
22464,51,3200,HANGING METAL HEART LANTERN,Home Decor,62.745098039215684
22465,42,1965,HANGING METAL STAR LANTERN,Home Decor,46.785714285714285
22466,43,2929,FAIRY TALE COTTAGE NIGHTLIGHT,Others,68.11627906976744
22467,50,7688,GUMBALL COAT RACK,Others,153.76
22468,45,467,BABUSHKA LIGHTS STRING OF 10,Others,10.377777777777778
22469,43,16775,HEART OF WICKER SMALL,Others,390.1162790697674
22470,43,9591,HEART OF WICKER LARGE,Others,223.04651162790697
22471,31,360,TV DINNER TRAY AIR HOSTESS,Others,11.612903225806452
22472,30,293,TV DINNER TRAY DOLLY GIRL,Others,9.766666666666667
22473,26,437,TV DINNER TRAY VINTAGE PAISLEY,Others,16.807692307692307
22474,34,244,SPACEBOY TV DINNER TRAY,Others,7.176470588235294
22475,40,281,SKULL DESIGN TV DINNER TRAY,Others,7.025
22476,34,811,EMPIRE UNION JACK TV DINNER TRAY,Others,23.852941176470587
22477,34,1290,WATERING CAN GARDEN MARKER,Others,37.94117647058823
22478,37,1417,BIRDHOUSE GARDEN MARKER,Others,38.2972972972973
22479,30,1078,DAISY GARDEN MARKER,Others,35.93333333333333
22480,30,613,RED TEA TOWEL CLASSIC DESIGN,Kitchenware,20.433333333333334
22481,35,694,BLACK TEA TOWEL CLASSIC DESIGN,Kitchenware,19.82857142857143
22482,19,448,BLUE TEA TOWEL CLASSIC DESIGN,Kitchenware,23.57894736842105
22483,47,726,RED GINGHAM TEDDY BEAR,Others,15.446808510638299
22485,47,462,SET OF 2 WOODEN MARKET CRATES,Others,9.829787234042554
22486,7,52,PLASMATRONIC LAMP,Others,7.428571428571429
22487,50,724,WHITE WOOD GARDEN PLANT LADDER,Others,14.48
22488,51,2911,NATURAL SLATE RECTANGLE CHALKBOARD,Others,57.07843137254902
22489,51,9314,PACK OF 12 TRADITIONAL CRAYONS,Others,182.62745098039215
22491,50,3910,PACK OF 12 COLOURED PENCILS,Others,78.2
22492,51,26076,MINI PAINT SET VINTAGE,Others,511.29411764705884
22493,50,2354,PAINT YOUR OWN CANVAS SET,Others,47.08
22494,46,890,EMERGENCY FIRST AID TIN,Others,19.347826086956523
22495,30,242,SET OF 2 ROUND TINS CAMEMBERT,Others,8.066666666666666
22496,36,243,SET OF 2 ROUND TINS DUTCH CHEESE,Others,6.75
22497,36,178,SET OF 2 TINS VINTAGE BATHROOM,Others,4.944444444444445
22498,41,229,WOODEN REGATTA BUNTING,Others,5.585365853658536
22499,48,1734,WOODEN UNION JACK BUNTING,Others,36.125
22500,36,240,SET OF 2 TINS JARDIN DE PROVENCE,Others,6.666666666666667
22501,38,1194,PICNIC BASKET WICKER LARGE,Others,31.42105263157895
22502,34,1488,PICNIC BASKET WICKER SMALL,Others,43.76470588235294
22503,14,64,CABIN BAG VINTAGE PAISLEY,Others,4.571428571428571
22504,23,160,CABIN BAG VINTAGE RETROSPOT,Others,6.956521739130435
22505,50,1365,MEMO BOARD COTTAGE DESIGN,Others,27.3
22507,51,2786,MEMO BOARD RETROSPOT  DESIGN,Others,54.627450980392155
22508,50,1516,DOORSTOP RETROSPOT HEART,Others,30.32
22509,33,205,SEWING BOX RETROSPOT DESIGN,Others,6.212121212121212
22510,20,210,GINGHAM BABUSHKA DOORSTOP,Others,10.5
22511,20,245,RETROSPOT BABUSHKA DOORSTOP,Others,12.25
22512,18,118,DOORSTOP RACING CAR DESIGN,Others,6.555555555555555
22513,25,135,DOORSTOP FOOTBALL DESIGN,Others,5.4
22514,35,261,CHILDS GARDEN SPADE BLUE,Others,7.457142857142857
22515,32,237,CHILDS GARDEN SPADE PINK,Others,7.40625
22516,21,171,CHILDS GARDEN RAKE BLUE,Others,8.142857142857142
22517,34,186,CHILDS GARDEN RAKE PINK,Others,5.470588235294118
22518,20,333,CHILDS GARDEN BRUSH BLUE,Others,16.65
22519,24,370,CHILDS GARDEN BRUSH PINK,Others,15.416666666666666
22520,21,705,CHILDS GARDEN TROWEL BLUE,Others,33.57142857142857
22521,18,607,CHILDS GARDEN TROWEL PINK,Others,33.72222222222222
22522,38,923,CHILDS GARDEN FORK BLUE,Others,24.289473684210527
22523,37,844,CHILDS GARDEN FORK PINK,Others,22.81081081081081
22524,23,592,CHILDRENS GARDEN GLOVES BLUE,Others,25.73913043478261
22525,18,458,CHILDRENS GARDEN GLOVES PINK,Others,25.444444444444443
22526,38,112,WHEELBARROW FOR CHILDREN,Others,2.9473684210526314
22529,27,816,MAGIC DRAWING SLATE GO TO THE FAIR,Others,30.22222222222222
22530,46,3514,MAGIC DRAWING SLATE DOLLY GIRL,Others,76.3913043478261
22531,45,3293,MAGIC DRAWING SLATE CIRCUS PARADE,Others,73.17777777777778
22532,29,1063,MAGIC DRAWING SLATE LEAP FROG,Others,36.6551724137931
22533,34,1745,MAGIC DRAWING SLATE BAKE A CAKE,Others,51.3235294117647
22534,50,4331,MAGIC DRAWING SLATE SPACEBOY,Others,86.62
22535,41,1716,MAGIC DRAWING SLATE BUNNIES,Others,41.853658536585364
22536,45,4721,MAGIC DRAWING SLATE PURDEY,Others,104.91111111111111
22537,44,1818,MAGIC DRAWING SLATE DINOSAUR,Others,41.31818181818182
22538,20,387,MINI JIGSAW GO TO THE FAIR,Others,19.35
22539,38,2824,MINI JIGSAW DOLLY GIRL,Others,74.3157894736842
22540,35,2451,MINI JIGSAW CIRCUS PARADE,Others,70.02857142857142
22541,20,466,MINI JIGSAW LEAP FROG,Others,23.3
22543,24,1436,MINI JIGSAW BAKE A CAKE,Others,59.833333333333336
22544,44,4414,MINI JIGSAW SPACEBOY,Others,100.31818181818181
22545,32,1089,MINI JIGSAW BUNNIES,Others,34.03125
22546,32,2065,MINI JIGSAW PURDEY,Others,64.53125
22547,30,738,MINI JIGSAW DINOSAUR,Others,24.6
22548,46,1873,HEADS AND TAILS SPORTING FUN,Others,40.71739130434783
22549,49,2992,PICTURE DOMINOES,Others,61.06122448979592
22550,48,1102,HOLIDAY FUN LUDO,Others,22.958333333333332
22551,51,7664,PLASTERS IN TIN SPACEBOY,Others,150.27450980392157
22553,50,4036,PLASTERS IN TIN SKULLS,Others,80.72
22554,51,7307,PLASTERS IN TIN WOODLAND ANIMALS,Others,143.27450980392157
22555,51,5885,PLASTERS IN TIN STRONGMAN,Others,115.3921568627451
22556,51,5952,PLASTERS IN TIN CIRCUS PARADE,Others,116.70588235294117
22557,51,4573,PLASTERS IN TIN VINTAGE PAISLEY,Others,89.66666666666667
22558,51,8418,CLOTHES PEGS RETROSPOT PACK 24,Others,165.05882352941177
22559,29,387,SEASIDE FLYING DISC,Others,13.344827586206897
22560,51,8014,TRADITIONAL MODELLING CLAY,Others,157.13725490196077
22561,51,5695,WOODEN SCHOOL COLOURING SET,Others,111.66666666666667
22562,47,1398,MONSTERS STENCIL CRAFT,Others,29.74468085106383
22563,49,2785,HAPPY STENCIL CRAFT,Others,56.83673469387755
22564,46,2673,ALPHABET STENCIL CRAFT,Others,58.108695652173914
22565,38,818,FELTCRAFT HAIRBANDS PINK AND WHITE,Others,21.526315789473685
22566,40,834,FELTCRAFT HAIRBAND PINK AND PURPLE,Others,20.85
22567,42,2368,20 DOLLY PEGS RETROSPOT,Others,56.38095238095238
22568,51,3284,FELTCRAFT CUSHION OWL,Home Decor,64.3921568627451
22569,47,2698,FELTCRAFT CUSHION BUTTERFLY,Home Decor,57.40425531914894
22570,46,3018,FELTCRAFT CUSHION RABBIT,Home Decor,65.6086956521739
22571,25,2207,ROCKING HORSE RED CHRISTMAS,Seasonal,88.28
22572,21,1265,ROCKING HORSE GREEN CHRISTMAS,Seasonal,60.23809523809524
22573,21,2445,STAR WOODEN CHRISTMAS DECORATION,Seasonal,116.42857142857143
22574,20,2124,HEART WOODEN CHRISTMAS DECORATION,Seasonal,106.2
22575,22,622,METAL MERRY CHRISTMAS WREATH,Seasonal,28.272727272727273
22576,21,1419,SWALLOW WOODEN CHRISTMAS DECORATION,Seasonal,67.57142857142857
22577,39,9784,WOODEN HEART CHRISTMAS SCANDINAVIAN,Seasonal,250.87179487179486
22578,21,9630,WOODEN STAR CHRISTMAS SCANDINAVIAN,Seasonal,458.57142857142856
22579,19,4808,WOODEN TREE CHRISTMAS SCANDINAVIAN,Seasonal,253.05263157894737
22580,25,836,ADVENT CALENDAR GINGHAM SACK,Others,33.44
22581,19,1090,WOOD STOCKING CHRISTMAS SCANDISPOT,Seasonal,57.36842105263158
22582,36,1029,PACK OF 6 SWEETIE GIFT BOXES,Others,28.583333333333332
22583,43,529,PACK OF 6 HANDBAG GIFT BOXES,Others,12.30232558139535
22584,46,2241,PACK OF 6 PANNETONE GIFT BOXES,Others,48.71739130434783
22585,50,6062,PACK OF 6 BIRDY GIFT TAGS,Others,121.24
22586,40,796,FELTCRAFT HAIRBAND PINK AND BLUE,Others,19.9
22587,38,845,FELTCRAFT HAIRBAND RED AND BLUE,Others,22.236842105263158
22588,32,605,CARD HOLDER GINGHAM HEART,Others,18.90625
22589,17,323,CARDHOLDER GINGHAM STAR,Others,19.0
22591,17,374,CARDHOLDER GINGHAM CHRISTMAS TREE,Seasonal,22.0
22592,20,506,CARDHOLDER HOLLY WREATH METAL,Others,25.3
22593,22,2049,CHRISTMAS GINGHAM STAR,Seasonal,93.13636363636364
22594,22,1744,CHRISTMAS GINGHAM TREE,Seasonal,79.27272727272727
22595,48,6516,CHRISTMAS GINGHAM HEART,Seasonal,135.75
22596,26,3290,CHRISTMAS STAR WISH LIST CHALKBOARD,Seasonal,126.53846153846153
22597,30,2534,MUSICAL ZINC HEART DECORATION,Others,84.46666666666667
22598,14,815,CHRISTMAS MUSICAL ZINC TREE,Seasonal,58.214285714285715
22599,14,1489,CHRISTMAS MUSICAL ZINC STAR,Seasonal,106.35714285714286
22600,24,1540,CHRISTMAS RETROSPOT STAR WOOD,Seasonal,64.16666666666667
22601,23,2238,CHRISTMAS RETROSPOT ANGEL WOOD,Seasonal,97.30434782608695
22602,40,1962,RETROSPOT WOODEN HEART DECORATION,Others,49.05
22603,20,1295,CHRISTMAS RETROSPOT TREE WOOD,Seasonal,64.75
22604,39,1173,SET OF 4 NAPKIN CHARMS CUTLERY,Others,30.076923076923077
22605,48,709,WOODEN CROQUET GARDEN SET,Others,14.770833333333334
22606,41,305,WOODEN SKITTLES GARDEN SET,Others,7.439024390243903
22607,49,1269,WOODEN ROUNDERS GARDEN SET,Others,25.897959183673468
22608,36,4933,PENS ASSORTED FUNKY JEWELED,Others,137.02777777777777
22609,33,5636,PENS ASSORTED SPACEBALL,Others,170.78787878787878
22610,42,9146,PENS ASSORTED FUNNY FACE,Others,217.76190476190476
22611,23,219,VINTAGE UNION JACK SHOPPING BAG,Others,9.521739130434783
22613,46,1488,PACK OF 20 SPACEBOY NAPKINS,Others,32.34782608695652
22614,46,2957,PACK OF 12 SPACEBOY TISSUES,Others,64.28260869565217
22615,38,2024,PACK OF 12 CIRCUS PARADE TISSUES,Others,53.26315789473684
22616,51,25345,PACK OF 12 LONDON TISSUES,Others,496.96078431372547
22617,51,2153,BAKING SET SPACEBOY DESIGN,Others,42.21568627450981
22618,11,66,COOKING SET RETROSPOT,Others,6.0
22619,50,2297,SET OF 6 SOLDIER SKITTLES,Others,45.94
22620,51,4491,4 TRADITIONAL SPINNING TOPS,Others,88.05882352941177
22621,50,5895,TRADITIONAL KNITTING NANCY,Others,117.9
22622,51,1295,BOX OF VINTAGE ALPHABET BLOCKS,Others,25.392156862745097
22623,50,920,BOX OF VINTAGE JIGSAW BLOCKS,Others,18.4
22624,44,1783,IVORY KITCHEN SCALES,Kitchenware,40.52272727272727
22625,44,1476,RED KITCHEN SCALES,Kitchenware,33.54545454545455
22626,48,504,BLACK KITCHEN SCALES,Kitchenware,10.5
22627,41,792,MINT KITCHEN SCALES,Kitchenware,19.317073170731707
22628,44,775,PICNIC BOXES SET OF 3 RETROSPOT,Others,17.613636363636363
22629,51,13919,SPACEBOY LUNCH BOX,Others,272.921568627451
22630,51,11336,DOLLY GIRL LUNCH BOX,Others,222.27450980392157
22631,51,3375,CIRCUS PARADE LUNCH BOX,Others,66.17647058823529
22632,20,4394,HAND WARMER RED RETROSPOT,Others,219.7
22633,22,4746,HAND WARMER UNION JACK,Others,215.72727272727272
22634,50,731,CHILDS BREAKFAST SET SPACEBOY,Others,14.62
22635,48,657,CHILDS BREAKFAST SET DOLLY GIRL,Others,13.6875
22636,47,565,CHILDS BREAKFAST SET CIRCUS PARADE,Others,12.02127659574468
22637,50,2619,PIGGY BANK RETROSPOT,Others,52.38
22638,20,255,SET OF 4 NAPKIN CHARMS CROWNS,Others,12.75
22639,45,763,SET OF 4 NAPKIN CHARMS HEARTS,Others,16.955555555555556
22640,26,186,SET OF 4 NAPKIN CHARMS 3 KEYS,Others,7.153846153846154
22641,18,112,SET OF 4 NAPKIN CHARMS INSTRUMENT,Others,6.222222222222222
22642,22,253,SET OF 4 NAPKIN CHARMS STARS,Others,11.5
22643,20,185,SET OF 4 NAPKIN CHARMS LEAVES,Others,9.25
22644,48,2052,CERAMIC CHERRY CAKE MONEY BANK,Others,42.75
22645,49,1757,CERAMIC HEART FAIRY CAKE MONEY BANK,Others,35.857142857142854
22646,50,3927,CERAMIC STRAWBERRY CAKE MONEY BANK,Others,78.54
22647,18,721,CERAMIC LOVE HEART MONEY BANK,Others,40.05555555555556
22649,48,751,STRAWBERRY FAIRY CAKE TEAPOT,Kitchenware,15.645833333333334
22650,45,800,CERAMIC PIRATE CHEST MONEY BANK,Others,17.77777777777778
22651,41,1992,GENTLEMAN SHIRT REPAIR KIT,Others,48.58536585365854
22652,50,4864,TRAVEL SEWING KIT,Others,97.28
22653,42,1072,BUTTON BOX,Others,25.523809523809526
22654,47,1058,DELUXE SEWING KIT,Others,22.51063829787234
22655,21,60,VINTAGE RED KITCHEN CABINET,Kitchenware,2.857142857142857
22656,16,26,VINTAGE BLUE KITCHEN CABINET,Kitchenware,1.625
22659,51,11094,LUNCH BOX I LOVE LONDON,Others,217.52941176470588
22660,40,327,DOORMAT I LOVE LONDON,Others,8.175
22661,51,5085,CHARLOTTE BAG DOLLY GIRL DESIGN,Others,99.70588235294117
22662,50,6545,LUNCH BAG DOLLY GIRL DESIGN,Others,130.9
22663,51,3097,JUMBO BAG DOLLY GIRL DESIGN,Others,60.72549019607843
22664,44,642,TOY TIDY DOLLY GIRL DESIGN,Toys & Games,14.590909090909092
22665,49,1219,RECIPE BOX BLUE SKETCHBOOK DESIGN,Others,24.877551020408163
22666,51,7373,RECIPE BOX PANTRY YELLOW DESIGN,Others,144.5686274509804
22667,44,2870,RECIPE BOX RETROSPOT,Others,65.22727272727273
22668,50,1965,PINK BABY BUNTING,Others,39.3
22669,48,1027,RED BABY BUNTING,Others,21.395833333333332
22670,50,1754,FRENCH WC SIGN BLUE METAL,Others,35.08
22671,41,919,FRENCH LAUNDRY SIGN BLUE METAL,Others,22.414634146341463
22672,49,1382,FRENCH BATHROOM SIGN BLUE METAL,Others,28.20408163265306
22673,42,772,FRENCH GARDEN SIGN BLUE METAL,Others,18.38095238095238
22674,49,1274,FRENCH TOILET SIGN BLUE METAL,Others,26.0
22675,46,1176,FRENCH KITCHEN SIGN BLUE METAL,Kitchenware,25.565217391304348
22676,47,1040,FRENCH BLUE METAL DOOR SIGN 1,Others,22.127659574468087
22677,46,874,FRENCH BLUE METAL DOOR SIGN 2,Others,19.0
22678,43,751,FRENCH BLUE METAL DOOR SIGN 3,Others,17.46511627906977
22679,45,647,FRENCH BLUE METAL DOOR SIGN 4,Others,14.377777777777778
22680,44,745,FRENCH BLUE METAL DOOR SIGN 5,Others,16.931818181818183
22681,40,627,FRENCH BLUE METAL DOOR SIGN 6,Others,15.675
22682,41,618,FRENCH BLUE METAL DOOR SIGN 7,Others,15.073170731707316
22683,44,575,FRENCH BLUE METAL DOOR SIGN 8,Others,13.068181818181818
22684,37,464,FRENCH BLUE METAL DOOR SIGN 9,Others,12.54054054054054
22685,39,543,FRENCH BLUE METAL DOOR SIGN 0,Others,13.923076923076923
22686,35,859,FRENCH BLUE METAL DOOR SIGN No,Others,24.542857142857144
22687,15,568,DOORMAT CHRISTMAS VILLAGE,Seasonal,37.86666666666667
22688,14,700,DOORMAT PEACE ON EARTH BLUE,Others,50.0
22689,22,614,DOORMAT MERRY CHRISTMAS RED,Seasonal,27.90909090909091
22690,51,1597,DOORMAT HOME SWEET HOME BLUE,Others,31.313725490196077
22691,41,344,DOORMAT WELCOME SUNRISE,Others,8.390243902439025
22692,51,1378,DOORMAT WELCOME TO OUR HOME,Others,27.019607843137255
22693,49,15940,GROW A FLYTRAP OR SUNFLOWER IN TIN,Others,325.3061224489796
22694,42,1612,WICKER STAR,Others,38.38095238095238
22695,27,695,WICKER WREATH SMALL,Others,25.74074074074074
22696,30,694,WICKER WREATH LARGE,Others,23.133333333333333
22697,51,6430,GREEN REGENCY TEACUP AND SAUCER,Kitchenware,126.07843137254902
22698,45,5343,PINK REGENCY TEACUP AND SAUCER,Kitchenware,118.73333333333333
22699,51,9132,ROSES REGENCY TEACUP AND SAUCER,Kitchenware,179.05882352941177
22700,23,1194,BLACK AND WHITE DOG BOWL,Kitchenware,51.91304347826087
22701,26,436,PINK DOG BOWL,Kitchenware,16.76923076923077
22702,30,1357,BLACK AND WHITE CAT BOWL,Kitchenware,45.233333333333334
22703,23,168,PINK CAT BOWL,Kitchenware,7.304347826086956
22704,50,5275,WRAP RED APPLES,Others,105.5
22705,36,1900,WRAP GREEN PEARS,Others,52.77777777777778
22706,31,2050,WRAP COWBOYS,Others,66.12903225806451
22707,31,1250,WRAP MONSTER FUN,Others,40.32258064516129
22708,43,2775,WRAP DOLLY GIRL,Others,64.53488372093024
22709,31,1325,WRAP WEDDING DAY,Others,42.74193548387097
22710,44,4425,WRAP I LOVE LONDON,Others,100.56818181818181
22711,42,2852,WRAP CIRCUS PARADE,Others,67.9047619047619
22712,39,4319,CARD DOLLY GIRL,Others,110.74358974358974
22713,49,3309,CARD I LOVE LONDON,Others,67.53061224489795
22714,48,3367,CARD BIRTHDAY COWBOY,Others,70.14583333333333
22715,36,1506,CARD WEDDING DAY,Others,41.833333333333336
22716,50,3088,CARD CIRCUS PARADE,Others,61.76
22717,39,1170,CARD DOG AND BALL,Others,30.0
22718,42,1560,CARD CAT AND TREE,Others,37.142857142857146
22719,18,463,GUMBALL MONOCHROME COAT RACK,Others,25.72222222222222
22720,46,7020,SET OF 3 CAKE TINS PANTRY DESIGN,Others,152.6086956521739
22721,50,910,SET OF 3 CAKE TINS SKETCHBOOK,Others,18.2
22722,41,5372,SET OF 6 SPICE TINS PANTRY DESIGN,Others,131.02439024390245
22723,50,1059,SET OF 6 HERB TINS SKETCHBOOK,Others,21.18
22725,51,1776,ALARM CLOCK BAKELIKE CHOCOLATE,Others,34.8235294117647
22726,43,5641,ALARM CLOCK BAKELIKE GREEN,Others,131.1860465116279
22727,51,7221,ALARM CLOCK BAKELIKE RED,Others,141.58823529411765
22728,51,5074,ALARM CLOCK BAKELIKE PINK,Others,99.49019607843137
22729,47,2182,ALARM CLOCK BAKELIKE ORANGE,Others,46.42553191489362
22730,51,2728,ALARM CLOCK BAKELIKE IVORY,Others,53.490196078431374
22731,20,1075,3D CHRISTMAS STAMPS STICKERS,Toys & Games,53.75
22732,20,1522,3D VINTAGE CHRISTMAS STICKERS,Toys & Games,76.1
22733,21,1471,3D TRADITIONAL CHRISTMAS STICKERS,Toys & Games,70.04761904761905
